"lb_nom_abg","cd_poul","GS1","GS2","id","nom","prenom","numero_licence","ordre","libelle","distance_km","indemnite","couple","lb_catc","presence"
"DFU13-3-P2","D3E","PDL0049094 - CLUB 94 - 1","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-2-P2-P2","D2C","PDL0049066 - CLUB 66 - 2","PDL0049015 - CLUB 15 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-2-P2-P2","D2C","PDL0049068 - CLUB 68 - ","PDL0049069 - CLUB 69 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-4","D4C","PDL0049085 - CLUB 85 - ","PDL0049092 - CLUB 92 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5-P2","DM5BE","PDL0049070 - CLUB 70 - ","PDL0049038 - CLUB 38 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU15-3","D3C","PDL0049070 - CLUB 70 - 1","PDL0049072 - CLUB 72 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-3","D3D","PDL0049001 - CLUB 1 - 2","PDL0049046 - CLUB 46 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM4","DM 4A","PDL0049001 - CLUB 1 - 3","PDL0049036 - CLUB 36 - 3","ID 748","NOM 568","Prénom 293","LIC 748",3,"Arbitre","","","NON","Seniors","P"
"DMU13-4","D4D","PDL0049003 - CLUB 3 - 2","PDL0049010 - CLUB 10 - 2","ID 16","NOM 16","Prénom 16","LIC 16",1,"Arbitre","","","NON","U13","P"
"DMU15-4-P2","D4A","PDL0049004 - CLUB 4 - 2","PDL0049001 - CLUB 1 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DM3","DM 3A","PDL0049005 - CLUB 5 - ","PDL0049042 - CLUB 42 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DM3-P2","DM3BA","PDL0049019 - CLUB 19 - ","PDL0049010 - CLUB 10 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DM4-P2","DM4BA","PDL0049020 - CLUB 20 - ","PDL0049049 - CLUB 49 - 5","ID 313","NOM 46","Prénom 20","LIC 313",1,"Arbitre","","","NON","Seniors","P"
"DM4-P2","DM4BA","PDL0049020 - CLUB 20 - ","PDL0049049 - CLUB 49 - 5","ID 318","NOM 46","Prénom 240","LIC 318",1,"Marqueur","","","NON","Seniors","P"
"DMU9-3-P2-P2","D3D","PDL0049022 - CLUB 22 - 2","PDL0049015 - CLUB 15 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-2-P2-P2","D2D","PDL0049023 - CLUB 23 - 1","PDL0049094 - CLUB 94 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-3","D3F","PDL0049023 - CLUB 23 - 4","PDL0049024 - CLUB 24 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-2","D2A","PDL0049030 - CLUB 30 - 3","PDL0049056 - CLUB 56 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU11-3-P2-P2","D3D","PDL0049075 - CLUB 75 - 2","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-2","D2A","PDL0049033 - CLUB 33 - 1","PDL0049065 - CLUB 65 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-2-P2","D2D","PDL0049038 - CLUB 38 - 2","PDL0049023 - CLUB 23 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-3","D3D","PDL0049038 - CLUB 38 - 2","PDL0049050 - CLUB 50 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF4","DF 4D","PDL0049088 - CLUB 88 - ","PDL0049001 - CLUB 1 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DF4-P2","DF4HA","PDL0049044 - CLUB 44 - 2","PDL0049083 - CLUB 83 - ","ID 2078","NOM 832","Prénom 736","LIC 2073",2,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049044 - CLUB 44 - 2","PDL0049083 - CLUB 83 - ","ID 2079","NOM 1319","Prénom 83","LIC 2074",1,"Marqueur","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049044 - CLUB 44 - 2","PDL0049083 - CLUB 83 - ","ID 1395","NOM 545","Prénom 596","LIC 1393",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049044 - CLUB 44 - 2","PDL0049083 - CLUB 83 - ","ID 1190","NOM 137","Prénom 550","LIC 1190",1,"Délégué de club","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049044 - CLUB 44 - 2","PDL0049083 - CLUB 83 - ","ID 719","NOM 87","Prénom 411","LIC 719",1,"Chronometreur","","","NON","Seniors","P"
"DMU11-2-P2-P2","D2D","PDL0049047 - CLUB 47 - ","PDL0049022 - CLUB 22 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM5-P2","DM5HA","PDL0049050 - CLUB 50 - 4","PDL0049048 - CLUB 48 - ","ID 1015","NOM 720","Prénom 116","LIC 1015",1,"Chronometreur","","","NON","Seniors","P"
"DFU9-3-P2-P2","D3D","PDL0049077 - CLUB 77 - ","PDL0049041 - CLUB 41 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-3-P2","D3D","PDL0049077 - CLUB 77 - 1","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-3","D3A","PDL0049051 - CLUB 51 - ","PDL0049019 - CLUB 19 - ","ID 102","NOM 96","Prénom 91","LIC 102",1,"Marqueur","","","NON","U17","P"
"DM5","DM 5F","PDL0049096 - CLUB 96 - 4","PDL0049050 - CLUB 50 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU15-3-P2","D3A","PDL0049055 - CLUB 55 - ","PDL0049029 - CLUB 29 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU11-4-P2-P2","D4A","PDL0049055 - CLUB 55 - ","PDL0049033 - CLUB 33 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-4-P2","D4A","PDL0049057 - CLUB 57 - 3","PDL0049016 - CLUB 16 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU15-4-P2","D4A","PDL0049057 - CLUB 57 - 3","PDL0049042 - CLUB 42 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU15-3","D3D","PDL0049058 - CLUB 58 - ","PDL0049018 - CLUB 18 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-4-P2-P2","D4D","PDL0049058 - CLUB 58 - ","PDL0049076 - CLUB 76 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-3-P2","D3A","PDL0049060 - CLUB 60 - 1","PDL0049045 - CLUB 45 - ","ID 1993","NOM 49","Prénom 91","LIC 1990",1,"Arbitre","","","NON","U13","P"
"DFU13-4","D4A","PDL0049081 - CLUB 81 - ","PDL0049036 - CLUB 36 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-3","D3A","PDL0049003 - CLUB 3 - ","PDL0049045 - CLUB 45 - ","ID 14","NOM 14","Prénom 14","LIC 14",2,"Arbitre","","","NON","U17","P"
"DMU13-4","D4D","PDL0049005 - CLUB 5 - ","PDL0049004 - CLUB 4 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU15-3-P2","D3A","PDL0049006 - CLUB 6 - ","PDL0049095 - CLUB 95 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-4","D4A","PDL0049006 - CLUB 6 - ","PDL0049082 - CLUB 82 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-2-P2-P2","D2D","PDL0049007 - CLUB 7 - 1","PDL0049043 - CLUB 43 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-3","D3F","PDL0049007 - CLUB 7 - 2","PDL0049012 - CLUB 12 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU9-4-P2-P2","D4A","PDL0049008 - CLUB 8 - 2","PDL0049029 - CLUB 29 - ","ID 555","NOM 236","Prénom 346","LIC 555",1,"Arbitre","","","NON","U9","P"
"DMU9-4-P2-P2","D4A","PDL0049008 - CLUB 8 - 2","PDL0049029 - CLUB 29 - ","ID 872","NOM 657","Prénom 461","LIC 872",1,"Arbitre","","","NON","U9","P"
"DMU13-2-P2","D2D","PDL0049072 - CLUB 72 - ","PDL0049007 - CLUB 7 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU13-3","D3D","PDL0049018 - CLUB 18 - ","PDL0049059 - CLUB 59 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM4","DM 4A","PDL0049027 - CLUB 27 - 1","PDL0049020 - CLUB 20 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU13-4-P2","D4D","PDL0049027 - CLUB 27 - 2","PDL0049004 - CLUB 4 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5","DM 5F","PDL0049029 - CLUB 29 - ","PDL0049088 - CLUB 88 - ","ID 763","NOM 283","Prénom 321","LIC 763",1,"Arbitre","","","NON","Seniors","P"
"DMU15-3","D3D","PDL0049030 - CLUB 30 - 5","PDL0049095 - CLUB 95 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU15-3","D3D","PDL0049032 - CLUB 32 - ","PDL0049034 - CLUB 34 - ","ID 1416","NOM 957","Prénom 77","LIC 1414",1,"Arbitre","","","NON","U15","P"
"DFU13-3-P2","D3A","PDL0049036 - CLUB 36 - 3","PDL0049048 - CLUB 48 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM3-P2","DM3BA","PDL0049038 - CLUB 38 - 2","PDL0049023 - CLUB 23 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU11-4-P2-P2","D4A","PDL0049039 - CLUB 39 - 3","PDL0049028 - CLUB 28 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-3-P2","D3D","PDL0049076 - CLUB 76 - ","PDL0049069 - CLUB 69 - ","ID 347","NOM 49","Prénom 153","LIC 347",1,"Arbitre","","","NON","U13","P"
"DMU17-2","D2A","PDL0049040 - CLUB 40 - 1","PDL0049020 - CLUB 20 - ","ID 711","NOM 543","Prénom 22","LIC 711",1,"Marqueur","","","NON","U17","P"
"DF4-P2","DF4HA","PDL0049041 - CLUB 41 - 2","PDL0049040 - CLUB 40 - 2","ID 2080","NOM 138","Prénom 574","LIC 2075",2,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049041 - CLUB 41 - 2","PDL0049040 - CLUB 40 - 2","ID 2081","NOM 449","Prénom 398","LIC 2076",1,"Marqueur","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049041 - CLUB 41 - 2","PDL0049040 - CLUB 40 - 2","ID 2082","NOM 1320","Prénom 195","LIC 2077",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049041 - CLUB 41 - 2","PDL0049040 - CLUB 40 - 2","ID 920","NOM 27","Prénom 475","LIC 920",1,"Chronometreur","","","NON","Seniors","P"
"DMU11-3-P2-P2","D3F","PDL0049041 - CLUB 41 - 2","PDL0049069 - CLUB 69 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-3-P2-P2","D3D","PDL0049093 - CLUB 93 - ","PDL0049025 - CLUB 25 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM3","DM 3A","PDL0049045 - CLUB 45 - 1","PDL0049010 - CLUB 10 - 2","ID 357","NOM 289","Prénom 259","LIC 357",1,"Arbitre","","","NON","Seniors","P"
"DM3","DM 3A","PDL0049045 - CLUB 45 - 1","PDL0049010 - CLUB 10 - 2","ID 612","NOM 473","Prénom 250","LIC 612",2,"Arbitre","","","NON","Seniors","P"
"DMU13-2","D2A","PDL0049045 - CLUB 45 - 1","PDL0049056 - CLUB 56 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-2-P2-P2","D2D","PDL0049046 - CLUB 46 - 1","PDL0049075 - CLUB 75 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4-P2","D4D","PDL0049046 - CLUB 46 - 3","PDL0049001 - CLUB 1 - 2","ID 1568","NOM 217","Prénom 163","LIC 1566",1,"Arbitre","","","NON","U13","P"
"DMU15-4-P2","D4A","PDL0049048 - CLUB 48 - ","PDL0049027 - CLUB 27 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU15-4-P2","D4A","PDL0049048 - CLUB 48 - ","PDL0049050 - CLUB 50 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-4-P2","D4A","PDL0049048 - CLUB 48 - 2","PDL0049008 - CLUB 8 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DF4","DF 4D","PDL0049077 - CLUB 77 - 2","PDL0049017 - CLUB 17 - ","ID 959","NOM 708","Prénom 75","LIC 959",1,"Arbitre","","","NON","Seniors","P"
"DM4-P2","DM4BA","PDL0049079 - CLUB 79 - 2","PDL0049098 - CLUB 98 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DM5-P2","DM5HA","PDL0049080 - CLUB 80 - ","PDL0049051 - CLUB 51 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU9-3-P2-P2","D3D","PDL0049067 - CLUB 67 - 3","PDL0049072 - CLUB 72 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-3-P2-P2","D3D","PDL0049069 - CLUB 69 - ","PDL0049070 - CLUB 70 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM4","DM 4A","PDL0049003 - CLUB 3 - 3","PDL0049056 - CLUB 56 - 2","ID 16","NOM 16","Prénom 16","LIC 16",1,"Arbitre","","","NON","Seniors","P"
"DMU15-3","D3D","PDL0049004 - CLUB 4 - 1","PDL0049067 - CLUB 67 - 2","ID 259","NOM 19","Prénom 134","LIC 259",1,"Marqueur","","","NON","U15","P"
"DMU15-3","D3D","PDL0049004 - CLUB 4 - 1","PDL0049067 - CLUB 67 - 2","ID 20","NOM 19","Prénom 20","LIC 20",1,"Chronometreur","","","NON","U15","P"
"DMU15-3","D3D","PDL0049004 - CLUB 4 - 1","PDL0049067 - CLUB 67 - 2","ID 260","NOM 220","Prénom 205","LIC 260",1,"Arbitre","","","NON","U15","P"
"DFU11-4-P2-P2","D4A","PDL0049006 - CLUB 6 - 2","PDL0049048 - CLUB 48 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-2","D2A","PDL0049008 - CLUB 8 - 2","PDL0049010 - CLUB 10 - 1","ID 1129","NOM 799","Prénom 527","LIC 1129",1,"Arbitre","","","NON","U13","P"
"DMU13-2","D2A","PDL0049008 - CLUB 8 - 2","PDL0049010 - CLUB 10 - 1","ID 447","NOM 278","Prénom 47","LIC 447",1,"Arbitre","","","NON","U13","P"
"DMU13-4-P2","D4D","PDL0049009 - CLUB 9 - ","PDL0049077 - CLUB 77 - 2","ID 450","NOM 361","Prénom 306","LIC 450",1,"Arbitre","","","NON","U13","P"
"DMU11-2-P2-P2","D2D","PDL0049015 - CLUB 15 - 1","PDL0049050 - CLUB 50 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-3-P2-P2","D3D","PDL0049072 - CLUB 72 - ","PDL0049022 - CLUB 22 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-2-P2","D2D","PDL0049018 - CLUB 18 - ","PDL0049022 - CLUB 22 - 2","ID 1627","NOM 1077","Prénom 314","LIC 1624",2,"Arbitre","","","NON","U13","P"
"DMU9-3-P2-P2","D3D","PDL0049018 - CLUB 18 - ","PDL0049069 - CLUB 69 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM3","DM 3A","PDL0049019 - CLUB 19 - ","PDL0049062 - CLUB 62 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DF4-P2","DF4HA","PDL0049021 - CLUB 21 - 1","PDL0049068 - CLUB 68 - 2","ID 2083","NOM 316","Prénom 737","LIC 2078",1,"Délégué de club","","","NON","Seniors","P"
"DF4-P2","DF4HA","PDL0049021 - CLUB 21 - 1","PDL0049068 - CLUB 68 - 2","ID 2084","NOM 1321","Prénom 7","LIC 2079",1,"Arbitre","","","NON","Seniors","P"
"DFU9-2-P2-P2","D2D","PDL0049024 - CLUB 24 - ","PDL0049061 - CLUB 61 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-3-P2-P2","D3F","PDL0049026 - CLUB 26 - 2","PDL0049018 - CLUB 18 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM4-P2","DM4BA","PDL0049028 - CLUB 28 - 2","PDL0049036 - CLUB 36 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU9-4-P2","D4A","PDL0049030 - CLUB 30 - 2","PDL0049021 - CLUB 21 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM3-P2","DM3BA","PDL0049032 - CLUB 32 - 3","PDL0049077 - CLUB 77 - 1","ID 1631","NOM 206","Prénom 11","LIC 1628",1,"Arbitre","","","NON","Seniors","P"
"DMU13-3-P2","D3D","PDL0049075 - CLUB 75 - ","PDL0049059 - CLUB 59 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-3","D3A","PDL0049036 - CLUB 36 - 2","PDL0049048 - CLUB 48 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU13-3","D3F","PDL0049038 - CLUB 38 - 2","PDL0049061 - CLUB 61 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DF4","DF 4D","PDL0049076 - CLUB 76 - ","PDL0049018 - CLUB 18 - ","ID 347","NOM 49","Prénom 153","LIC 347",1,"Marqueur","","","NON","Seniors","P"
"DF4","DF 4D","PDL0049076 - CLUB 76 - ","PDL0049018 - CLUB 18 - ","ID 350","NOM 284","Prénom 246","LIC 350",1,"Arbitre","","","NON","Seniors","P"
"DMU13-4","D4D","PDL0049040 - CLUB 40 - 2","PDL0049077 - CLUB 77 - 2","ID 119","NOM 87","Prénom 104","LIC 119",1,"Arbitre","","","NON","U13","P"
"DMU15-4-P2","D4A","PDL0049042 - CLUB 42 - ","PDL0049005 - CLUB 5 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-4","D4A","PDL0049048 - CLUB 48 - ","PDL0049042 - CLUB 42 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5-P2","DM5HA","PDL0049089 - CLUB 89 - ","PDL0049027 - CLUB 27 - 2","ID 1425","NOM 562","Prénom 77","LIC 1423",1,"Arbitre","","","NON","Seniors","P"
"DFU15-3","D3D","PDL0049049 - CLUB 49 - ","PDL0049012 - CLUB 12 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-4-P2-P2","D4D","PDL0049050 - CLUB 50 - 2","PDL0049046 - CLUB 46 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9-4-P2-P2","D4A","PDL0049055 - CLUB 55 - ","PDL0049081 - CLUB 81 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU17-2","D2A","PDL0049065 - CLUB 65 - ","PDL0049001 - CLUB 1 - ","ID 215","NOM 137","Prénom 176","LIC 215",2,"Arbitre","","","NON","U17","P"
"DFU13-3-P2","D3A","PDL0049065 - CLUB 65 - 2","PDL0049006 - CLUB 6 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU13-3","D3D","PDL0049067 - CLUB 67 - ","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU15-3-P2","D3A","PDL0049082 - CLUB 82 - ","PDL0049096 - CLUB 96 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF4-P2","DF4HB","PDL0049001 - CLUB 1 - ","PDL0049010 - CLUB 10 - 3","ID 2085","NOM 771","Prénom 738","LIC 2080",1,"Délégué de club","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049001 - CLUB 1 - ","PDL0049010 - CLUB 10 - 3","ID 1308","NOM 778","Prénom 33","LIC 1307",1,"Marqueur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049001 - CLUB 1 - ","PDL0049010 - CLUB 10 - 3","ID 1719","NOM 2","Prénom 49","LIC 1716",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049001 - CLUB 1 - ","PDL0049010 - CLUB 10 - 3","ID 1311","NOM 864","Prénom 257","LIC 1310",1,"Chronometreur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049001 - CLUB 1 - ","PDL0049010 - CLUB 10 - 3","ID 1299","NOM 890","Prénom 104","LIC 1298",2,"Arbitre","","","NON","Seniors","P"
"DFU9-4-P2","D4B","PDL0049001 - CLUB 1 - ","PDL0049066 - CLUB 66 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU17-2","D2B","PDL0049005 - CLUB 5 - ","PDL0049036 - CLUB 36 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU13-4","D4E","PDL0049015 - CLUB 15 - 3","PDL0049075 - CLUB 75 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-2-P2","D2E","PDL0049023 - CLUB 23 - 3","PDL0049063 - CLUB 63 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-4-P2","D4E","PDL0049023 - CLUB 23 - 4","PDL0049044 - CLUB 44 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-3","D3G","PDL0049023 - CLUB 23 - 5","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-2-P2-P2","D2E","PDL0049024 - CLUB 24 - 2","PDL0049061 - CLUB 61 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM4-P2","DM4BB","PDL0049026 - CLUB 26 - 2","PDL0049084 - CLUB 84 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU11-3-P2-P2","D3G","PDL0049027 - CLUB 27 - 2","PDL0049008 - CLUB 8 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4","D4B","PDL0049031 - CLUB 31 - ","PDL0049065 - CLUB 65 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-3-P2","D3E","PDL0049032 - CLUB 32 - 1","PDL0049067 - CLUB 67 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM4","DM 4B","PDL0049035 - CLUB 35 - 3","PDL0049077 - CLUB 77 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU15-3","D3E","PDL0049038 - CLUB 38 - ","PDL0049001 - CLUB 1 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-3-P2-P2","D3E","PDL0049076 - CLUB 76 - ","PDL0049007 - CLUB 7 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU15-4-P2","D4B","PDL0049040 - CLUB 40 - ","PDL0049060 - CLUB 60 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU13-2","D2B","PDL0049041 - CLUB 41 - 2","PDL0049009 - CLUB 9 - ","ID 352","NOM 27","Prénom 257","LIC 352",2,"Arbitre","","","NON","U13","P"
"DM3","DM 3B","PDL0049041 - CLUB 41 - 3","PDL0049068 - CLUB 68 - 1","ID 593","NOM 457","Prénom 166","LIC 593",2,"Arbitre","","","NON","Seniors","P"
"DM3","DM 3B","PDL0049041 - CLUB 41 - 3","PDL0049068 - CLUB 68 - 1","ID 714","NOM 100","Prénom 26","LIC 714",1,"Arbitre","","","NON","Seniors","P"
"DF4","DF 4E","PDL0049043 - CLUB 43 - 2","PDL0049007 - CLUB 7 - 2","ID 158","NOM 144","Prénom 135","LIC 158",1,"Aide marqueur","","","NON","Seniors","P"
"DF4","DF 4E","PDL0049043 - CLUB 43 - 2","PDL0049007 - CLUB 7 - 2","ID 921","NOM 690","Prénom 231","LIC 921",1,"Chronometreur","","","NON","Seniors","P"
"DMU11-4-P2-P2","D4E","PDL0049043 - CLUB 43 - 2","PDL0049024 - CLUB 24 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-2-P2-P2","D2E","PDL0049044 - CLUB 44 - 1","PDL0049052 - CLUB 52 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU15-3-P2","D3B","PDL0049077 - CLUB 77 - ","PDL0049030 - CLUB 30 - 5","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU9-3-P2-P2","D3E","PDL0049052 - CLUB 52 - ","PDL0049044 - CLUB 44 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM5-P2","DM5HB","PDL0049052 - CLUB 52 - 3","PDL0049032 - CLUB 32 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU13-4-P2","D4E","PDL0049084 - CLUB 84 - 2","PDL0049028 - CLUB 28 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5","DM 5G","PDL0049084 - CLUB 84 - 2","PDL0049032 - CLUB 32 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU11-4-P2-P2","D4B","PDL0049056 - CLUB 56 - ","PDL0049008 - CLUB 8 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
